observation_id,kind,factory_id,operator_id,observed_s,predicted_s,resid_s,log_resid,abs_pct_error
SYN-SYN-FACTORY-1-00173,element_observation,SYN-FACTORY-1,OP7,0.2597,0.22036876784875542,0.039331232151244566,0.1642247581066212,15.14487183336333
SYN-SYN-FACTORY-1-00174,seam_observation,SYN-FACTORY-1,OP7,8.6328,8.635029898431778,-0.0022298984317785653,-0.00025827199564621415,0.02583053507296086
SYN-SYN-FACTORY-1-00175,element_observation,SYN-FACTORY-1,OP7,1.9901,2.066600412113089,-0.07650041211308922,-0.037720055483959326,3.844048646454411
SYN-SYN-FACTORY-1-00176,element_observation,SYN-FACTORY-1,OP8,3.3289,2.8899406527308096,0.4389593472691904,0.14140595256471686,13.186318221310053
SYN-SYN-FACTORY-1-00177,element_observation,SYN-FACTORY-1,OP8,2.0748,2.7028822655511306,-0.6280822655511304,-0.264453945895754,30.27194262343987
SYN-SYN-FACTORY-1-00178,element_observation,SYN-FACTORY-1,OP8,0.6999,0.7112396531408285,-0.01133965314082852,-0.016071970209816724,1.6201819032473954
SYN-SYN-FACTORY-1-00179,seam_observation,SYN-FACTORY-1,OP8,9.4247,9.234724114003168,0.1899758859968319,0.02036316334121349,2.0157234288288426
SYN-SYN-FACTORY-1-00180,seam_observation,SYN-FACTORY-1,OP8,6.8086,6.041371233030601,0.7672287669693993,0.11955550748101784,11.268524615477475
SYN-SYN-FACTORY-1-00181,element_observation,SYN-FACTORY-1,OP8,2.5051,2.2676134966182455,0.2374865033817546,0.0996006985098178,9.480120689064492
SYN-SYN-FACTORY-1-00182,seam_observation,SYN-FACTORY-1,OP8,3.8998,3.984658499413912,-0.0848584994139121,-0.021526342292244875,2.175970547564288
SYN-SYN-FACTORY-1-00183,seam_observation,SYN-FACTORY-1,OP8,3.946,4.479086490995303,-0.5330864909953026,-0.12671670977437732,13.509541079455209
SYN-SYN-FACTORY-1-00184,element_observation,SYN-FACTORY-1,OP8,1.3281,1.5333054745229386,-0.20520547452293858,-0.14367649644842925,15.451055983957426
SYN-SYN-FACTORY-1-00185,element_observation,SYN-FACTORY-1,OP8,1.2634,1.309234542180616,-0.04583454218061589,-0.035636148003656914,3.6278725803875167
SYN-SYN-FACTORY-1-00186,element_observation,SYN-FACTORY-1,OP8,2.1174,2.0907595445947544,0.02664045540524551,0.012661502504529002,1.2581682915483854
SYN-SYN-FACTORY-1-00187,cycle_observation,SYN-FACTORY-1,OP8,2.1771,1.859,0.3180999999999998,0.15795500723075687,14.61118001010518
SYN-SYN-FACTORY-1-00188,element_observation,SYN-FACTORY-1,OP8,0.6496,0.7112396531408285,-0.06163965314082853,-0.09065264905784254,9.48886286034922
SYN-SYN-FACTORY-1-00189,element_observation,SYN-FACTORY-1,OP8,1.896,2.066600412113089,-0.1706004121130893,-0.08615854038125971,8.997912031281082
SYN-SYN-FACTORY-1-00190,seam_observation,SYN-FACTORY-1,OP8,12.8133,10.344111666799655,2.4691883332003446,0.21406625724156944,19.27051058821962
SYN-SYN-FACTORY-1-00191,element_observation,SYN-FACTORY-1,OP8,0.2291,0.22036876784875542,0.008731232151244578,0.03885622889736844,3.811100895349008
SYN-SYN-FACTORY-1-00192,seam_observation,SYN-FACTORY-1,OP8,4.5918,4.640712986692903,-0.048912986692903004,-0.010595911296934442,1.0652246764428548
SYN-SYN-FACTORY-1-00193,seam_observation,SYN-FACTORY-1,OP8,8.697,9.512405257284522,-0.8154052572845227,-0.08961862471817454,9.375707224152269
SYN-SYN-FACTORY-1-00194,seam_observation,SYN-FACTORY-1,OP8,11.8096,9.251243221973283,2.5583567780267167,0.24415481516501705,21.663365211579706
SYN-SYN-FACTORY-1-00195,cycle_observation,SYN-FACTORY-1,OP8,2.1003,1.859,0.24129999999999985,0.1220414829298174,11.488834928343564
SYN-SYN-FACTORY-1-00196,seam_observation,SYN-FACTORY-1,OP8,3.1175,3.758113890147802,-0.6406138901478018,-0.18688580801316707,20.54896199351409
SYN-SYN-FACTORY-1-00197,element_observation,SYN-FACTORY-1,OP8,2.9309,2.8899406527308096,0.04095934726919026,0.014073576572050186,1.3975006745092042
SYN-SYN-FACTORY-1-00198,element_observation,SYN-FACTORY-1,OP8,0.2258,0.22036876784875542,0.0054312321512445805,0.02434729115348014,2.405328676370496
SYN-SYN-FACTORY-1-00199,cycle_observation,SYN-FACTORY-1,OP8,2.1685,1.859,0.3094999999999999,0.15399697555397687,14.2725386211667
SYN-SYN-FACTORY-1-00200,seam_observation,SYN-FACTORY-1,OP8,3.149,3.3836271107940763,-0.23462711079407628,-0.07186330170779963,7.450845055385083
